strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
MF801379	zika	MF801379	2016-06-18	North America	Guatemala	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801379	?	?	?
MF801388	zika	MF801388	2016-04-25	North America	Honduras	Roatan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801388	?	?	?
MF801411	zika	MF801411	2016-07-05	North America	Mexico	Guerrero	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801411	?	?	?
MF801418	zika	MF801418	2016-06-30	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801418	?	?	?
MG808113	zika	MG808113	2016-12-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808113	?	?	?
MH061872	zika	MH061872	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061872	?	?	?
MH130105	zika	MH130105	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130105	?	?	?
MH430251	zika	MH430251	2016-10-20	Asia	Viet nam	Ho Chi Minh city	?	ENA	genome	Lab.Arbo	https://www.ebi.ac.uk/ena/browser/view/MH430251	?	?	?
MH513600	zika	MH513600	2015-12-11	South America	Brazil	 MT	 MT	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH513600	?	?	?
MH763832	zika	MH763832	XXXX-XX-XX	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH763832	?	?	?
MK049246	zika	MK049246	2016-03-09	South America	Colombia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK049246	?	?	?
MK216722	zika	MK216722	2016-01-20	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216722	?	?	?
MK216725	zika	MK216725	2016-01-26	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216725	?	?	?
MK216744	zika	MK216744	2017-04-07	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216744	?	?	?
MK271808	zika	MK271808	2016-02-13	Asia	Thailand	Phitsanulok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271808	?	?	?
MK271809	zika	MK271809	2016-02-13	Asia	Thailand	Phitsanulok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271809	?	?	?
MK271815	zika	MK271815	2016-02-13	Asia	Thailand	Phitsanulok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271815	?	?	?
MK271816	zika	MK271816	2016-02-13	Asia	Thailand	Phitsanulok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271816	?	?	?
MK271828	zika	MK271828	2016-09-13	Asia	Thailand	Nakhon Ratchasima	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271828	?	?	?
MK271832	zika	MK271832	2016-09-13	Asia	Thailand	Nakhon Ratchasima	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271832	?	?	?
MK271837	zika	MK271837	2016-02-10	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271837	?	?	?
MK271843	zika	MK271843	2016-05-30	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271843	?	?	?
MK271857	zika	MK271857	2016-10-03	Asia	Thailand	Khon Kaen	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271857	?	?	?
MK271866	zika	MK271866	2016-09-02	Asia	Thailand	Chanthaburi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271866	?	?	?
MK271869	zika	MK271869	2016-09-02	Asia	Thailand	Chanthaburi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271869	?	?	?
MK282410	zika	MK282410	2016-09-08	Asia	Thailand	?	?	ENA	genome	H. Appassakij	https://www.ebi.ac.uk/ena/browser/view/MK282410	?	?	?
MK696547	zika	MK696547	2018-06-XX	Asia	China	Jiangxi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK696547	?	?	?
MN124091	zika	MN124091	2015-12-11	North America	Panama	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN124091	?	?	?
MN170714	zika	MN170714	2018-03-07	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN170714	?	?	?
MN566105	zika	MN566105	2016-05-31	North America	Haiti	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN566105	?	?	?
MN938897	zika	MN938897	2015-06-19	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938897	?	?	?
MN938898	zika	MN938898	2015-07-29	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938898	?	?	?
MN938904	zika	MN938904	2015-07-02	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938904	?	?	?
MN938906	zika	MN938906	2015-07-25	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938906	?	?	?
MN938909	zika	MN938909	2015-08-07	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938909	?	?	?
MN938910	zika	MN938910	2015-08-13	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN938910	?	?	?
MP231724	zika	MP231724	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MP231724	?	?	?
MT309006	zika	MT309006	2018-XX-XX	North America	Mexico	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT309006	?	?	?
MT309007	zika	MT309007	2019-XX-XX	North America	Mexico	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT309007	?	?	?
MT377492	zika	MT377492	2016-03-20	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT377492	?	?	?
MT377498	zika	MT377498	2016-04-26	Asia	Thailand	Bueng Kan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT377498	?	?	?
MT439644	zika	MT439644	2016-04-20	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT439644	?	?	?
MT507048	zika	MT507048	2017-XX-XX	North America	Mexico	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT507048	?	?	?
MW015936	zika	MW015936	2006-08-11	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW015936	?	?	?
MW122454	zika	MW122454	2016-06-27	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122454	?	?	?
MW894613	zika	MW894613	2017-10-XX	South America	Colombia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW894613	?	?	?
MZ318408	zika	MZ318408	2007-04-30	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318408	?	?	?
MZ318410	zika	MZ318410	2009-07-09	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318410	?	?	?
MZ318415	zika	MZ318415	2008-07-16	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318415	?	?	?
MZ318420	zika	MZ318420	2008-11-19	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318420	?	?	?
OF036260	zika	OF036260	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OF036260	?	?	?
OK054380	zika	OK054380	2016-09-08	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054380	?	?	?
OK054471	zika	OK054471	2016-08-26	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054471	?	?	?
OK569758	zika	OK569758	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK569758	?	?	?
OK573007	zika	OK573007	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573007	?	?	?
OK573257	zika	OK573257	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573257	?	?	?
OK573284	zika	OK573284	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573284	?	?	?
OL423665	zika	OL423665	2018-01-26	South America	Brazil	 Goais	 Goais	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OL423665	?	?	?
ON142672	zika	ON142672	2020-07-01	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/ON142672	?	?	?
ON419469	zika	ON419469	2021-08-13	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419469	?	?	?
ON419472	zika	ON419472	2021-07-22	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419472	?	?	?
OP858731	zika	OP858731	2016-09-25	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858731	?	?	?
OP858745	zika	OP858745	2016-09-04	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858745	?	?	?
OP858781	zika	OP858781	2018-10-29	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858781	?	?	?
OQ661913	zika	OQ661913	2017-07-11	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OQ661913	?	?	?
OR264636	zika	OR264636	2022-11-24	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR264636	?	?	?
KF383018	zika	KF383018	2000-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383018	?	?	?
KY014305	zika	KY014305	2016-04-05	North America	Dominican Republic	Distrito Nacional	?	ENA	genome	Hospital General de la Plaza de la Salud,	https://www.ebi.ac.uk/ena/browser/view/KY014305	?	?	?
KY241728	zika	KY241728	2016-08-29	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241728	?	?	?
MZ318405	zika	MZ318405	2009-11-21	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318405	?	?	?
MZ318407	zika	MZ318407	2007-04-27	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318407	?	?	?
MZ318409	zika	MZ318409	2009-03-13	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MZ318409	?	?	?
KM078969	zika	KM078969	2014-04-15	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078969	?	?	?
KM851038	zika	KM851038	2012-05-09	Asia	Philippines	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM851038	?	?	?
KX838906	zika	KX838906	2016-08-23	North America	United States (USA)	 Florida	 Florida	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX838906	?	?	?
MG982571	zika	MG982571	2014-05-10	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG982571	?	?	?
MN566107	zika	MN566107	2016-05-31	North America	Haiti	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN566107	?	?	?
MW143017	zika	MW143017	1947-XX-XX	Africa	Uganda	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW143017	?	?	?
OK573256	zika	OK573256	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573256	?	?	?
OK573283	zika	OK573283	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573283	?	?	?
OK573293	zika	OK573293	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573293	?	?	?
OL423651	zika	OL423651	2016-07-20	South America	Brazil	 Goais	 Goais	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OL423651	?	?	?
OL423664	zika	OL423664	2017-03-08	South America	Brazil	 Goais	 Goais	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OL423664	?	?	?
OP281680	zika	OP281680	2006-08-11	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP281680	?	?	?
KF383075	zika	KF383075	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383075	?	?	?
KY559020	zika	KY559020	2016-03-07	South America	Brazil	 Tocantins	 Tocantins	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559020	?	?	?
KY765307	zika	KY765307	2016-03-10	Europe	Spain	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY765307	?	?	?
KY785464	zika	KY785464	2016-04-13	?	?	?	?	ENA	genome	Massachusetts Department of Public Health,	https://www.ebi.ac.uk/ena/browser/view/KY785464	?	?	?
LP837278	zika	LP837278	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837278	?	?	?
LQ868276	zika	LQ868276	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868276	?	?	?
LY589878	zika	LY589878	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589878	?	?	?
LY683294	zika	LY683294	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY683294	?	?	?
MF574566	zika	MF574566	2015-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574566	?	?	?
MG548661	zika	MG548661	2016-11-30	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG548661	?	?	?
MH027651	zika	MH027651	2017-XX-XX	South America	Brazil	 MT	 MT	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH027651	?	?	?
MH675620	zika	MH675620	2016-05-XX	?	?	?	?	ENA	genome	Laboratory of Emerging Pathogens	https://www.ebi.ac.uk/ena/browser/view/MH675620	?	?	?
MN170709	zika	MN170709	2018-03-07	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN170709	?	?	?
MP231721	zika	MP231721	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MP231721	?	?	?
MW122380	zika	MW122380	2016-08-26	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122380	?	?	?
MW122387	zika	MW122387	2016-07-14	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122387	?	?	?
MW122393	zika	MW122393	2016-06-24	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122393	?	?	?
MW122394	zika	MW122394	2016-07-14	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122394	?	?	?
MW122397	zika	MW122397	2016-09-27	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122397	?	?	?
MW122402	zika	MW122402	2016-07-01	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122402	?	?	?
MW122403	zika	MW122403	2016-06-30	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122403	?	?	?
MW122405	zika	MW122405	2016-08-19	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122405	?	?	?
MW122411	zika	MW122411	2016-10-16	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122411	?	?	?
MW122419	zika	MW122419	2016-07-09	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122419	?	?	?
MW122420	zika	MW122420	2016-08-09	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122420	?	?	?
MW122424	zika	MW122424	2016-12-02	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122424	?	?	?
MW122432	zika	MW122432	2016-06-28	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122432	?	?	?
MW122439	zika	MW122439	2016-11-29	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122439	?	?	?
MW122442	zika	MW122442	2016-08-26	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122442	?	?	?
MW122444	zika	MW122444	2016-09-10	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122444	?	?	?
OK054372	zika	OK054372	2016-08-18	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054372	?	?	?
OK573004	zika	OK573004	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573004	?	?	?
OL450365	zika	OL450365	2015-10-08	North America	Haiti	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OL450365	?	?	?
OM666893	zika	OM666893	2021-07-22	Asia	India	?	?	ENA	genome	ICMR-NIV Pune	https://www.ebi.ac.uk/ena/browser/view/OM666893	?	?	?
ON142673	zika	ON142673	2020-10-09	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/ON142673	?	?	?
OP858737	zika	OP858737	2016-09-XX	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858737	?	?	?
OP858749	zika	OP858749	2016-10-XX	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858749	?	?	?
OP858780	zika	OP858780	2018-10-29	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858780	?	?	?
OR264643	zika	OR264643	2022-11-01	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR264643	?	?	?
OR488127	zika	OR488127	2019-11-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR488127	?	?	?
OR787467	zika	OR787467	2023-05-XX	North America	Mexico	 Tekax	 Tekax	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR787467	?	?	?
OR787468	zika	OR787468	2023-07-XX	North America	Mexico	 Tekax	 Tekax	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR787468	?	?	?
PB147423	zika	PB147423	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PB147423	?	?	?
PC245060	zika	PC245060	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PC245060	?	?	?
PC245091	zika	PC245091	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PC245091	?	?	?
PC245093	zika	PC245093	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PC245093	?	?	?
PC309874	zika	PC309874	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PC309874	?	?	?
PC323096	zika	PC323096	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PC323096	?	?	?
PP130171	zika	PP130171	2023-05-XX	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PP130171	?	?	?
PP626399	zika	PP626399	2017-XX-XX	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PP626399	?	?	?
PP759388	zika	PP759388	2019-03-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PP759388	?	?	?
PQ203661	zika	PQ203661	2023-11-14	?	?	?	?	ENA	genome	International Centre for Diarrheal Disease	https://www.ebi.ac.uk/ena/browser/view/PQ203661	?	?	?
PQ219523	zika	PQ219523	2016-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PQ219523	?	?	?
PQ219524	zika	PQ219524	2016-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PQ219524	?	?	?
PQ219525	zika	PQ219525	2016-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PQ219525	?	?	?
KU232299	zika	KU232299	2015-05-25	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU232299	?	?	?
KU978616	zika	KU978616	2016-03-22	Asia	Russian Federation	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU978616	?	?	?
KX051561	zika	KX051561	2013-09-21	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX051561	?	?	?
KX051563	zika	KX051563	2016-02-05	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX051563	?	?	?
KX156774	zika	KX156774	2015-12-18	North America	Panama	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX156774	?	?	?
KY241679	zika	KY241679	2016-09-07	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241679	?	?	?
KY241763	zika	KY241763	2016-09-02	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241763	?	?	?
KY559007	zika	KY559007	2016-04-18	South America	Brazil	 Sao Paulo	 Sao Paulo	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559007	?	?	?
LP837348	zika	LP837348	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837348	?	?	?
MA887906	zika	MA887906	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MA887906	?	?	?
MF574559	zika	MF574559	2015-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574559	?	?	?
MF574578	zika	MF574578	2016-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574578	?	?	?
MG770183	zika	MG770183	2017-01-26	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG770183	?	?	?
MH157207	zika	MH157207	2016-08-29	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157207	?	?	?
MH306203	zika	MH306203	2016-02-XX	South America	Brazil	 MT	 MT	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH306203	?	?	?
MH882548	zika	MH882548	2016-06-09	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882548	?	?	?
MK216709	zika	MK216709	2016-03-01	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216709	?	?	?
MK216731	zika	MK216731	2016-01-29	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216731	?	?	?
MK371393	zika	MK371393	2016-10-10	South America	Brazil	Sao Paulo	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK371393	?	?	?
MW122382	zika	MW122382	2016-06-23	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122382	?	?	?
MW122415	zika	MW122415	2017-01-20	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122415	?	?	?
OK573251	zika	OK573251	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573251	?	?	?
OK573291	zika	OK573291	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573291	?	?	?
OM831152	zika	OM831152	2017-04-XX	South America	Ecuador	 Machala	 Machala	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM831152	?	?	?
OM936188	zika	OM936188	2019-11-04	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM936188	?	?	?
OR264640	zika	OR264640	2023-02-14	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR264640	?	?	?
OM831146	zika	OM831146	2016-07-XX	South America	Ecuador	 Machala	 Machala	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM831146	?	?	?
OM831149	zika	OM831149	2017-03-XX	South America	Ecuador	 Huaquillas	 Huaquillas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM831149	?	?	?
MF048806	zika	MF048806	2016-07-07	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF048806	?	?	?
MK216687	zika	MK216687	2016-02-19	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216687	?	?	?
OM936194	zika	OM936194	2020-01-26	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM936194	?	?	?
LP981868	zika	LP981868	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP981868	?	?	?
MT377491	zika	MT377491	2017-03-20	Asia	Thailand	 Nakorn Ratchasrima	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT377491	?	?	?
MT478034	zika	MT478034	2019-03-27	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT478034	?	?	?
OK054392	zika	OK054392	2016-07-27	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054392	?	?	?
OP947011	zika	OP947011	2021-07-11	Asia	India	 Thiruvananthapuram	 Thiruvananthapuram	ENA	genome	P.M. AJITHLAL	https://www.ebi.ac.uk/ena/browser/view/OP947011	?	?	?
PC244901	zika	PC244901	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/PC244901	?	?	?
KX377120	zika	KX377120	2016-XX-XX	Europe	Spain	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX377120	?	?	?
LP833791	zika	LP833791	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP833791	?	?	?
MW122385	zika	MW122385	2016-06-23	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122385	?	?	?
MW122429	zika	MW122429	2016-10-02	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW122429	?	?	?
